regionidcity_fill,total_low_hours,min_temp,total_high_hours,max_temp,latitude,longitude
33312.0,516,40.03,10.0,99.42,33.77717116517857,-118.35533775
33612.0,507,41.39,8.0,100.32,33.85210710365114,-118.37774057690753
33727.0,526,39.53,17.0,103.41,33.776319556618816,-118.36110446507176
33836.0,518,37.63,45.0,105.73,34.10120542108351,-117.81838113475456
33837.0,502,38.08,36.0,109.15,34.10139220394445,-118.09200573755355
33840.0,507,38.91,11.0,102.63,33.50202742131439,-117.65900424777976
34037.0,526,34.83,7.0,97.44,34.274042025525524,-119.00714808258257
34278.0,538,35.04,20.0,99.47,34.19326954192982,-118.88414465582223
34543.0,550,36.68,1.0,89.54,34.278422354724746,-119.22684919439666
34636.0,513,38.23,36.0,103.93,34.02816827259573,-117.86267234194122
34780.0,505,39.91,13.0,99.42,33.752308183550966,-117.99273421340564
36502.0,503,39.75,34.0,106.44,34.046824342537576,-118.0438088185949
37015.0,503,39.61,47.0,107.0,34.12827400131277,-117.90343099803086
37086.0,511,38.42,14.0,101.47,33.58016615598541,-117.72831947869484
37688.0,529,36.34,33.0,105.35,34.14248261584554,-118.661928942743
37882.0,507,39.54,31.0,105.47,34.016561100000004,-117.97348335
38032.0,506,40.35,8.0,99.82,33.66327134204344,-117.91390368029917
38980.0,513,36.63,41.0,105.7,34.163996056179776,-118.66057485874799
39076.0,504,40.28,17.0,104.23,33.97493470986727,-118.2151389156023
39306.0,508,39.59,35.0,105.51,34.03233646429083,-117.9543214011736
39308.0,522,36.59,52.0,106.51,34.11747948892768,-117.7704107552089
40009.0,515,38.55,7.0,99.57,33.600707798640826,-117.8289503911402
40081.0,505,39.87,19.0,102.58,33.766201843086144,-117.79742748351363
40110.0,580,35.8,18.0,101.04,34.40254366759776,-119.29925179776536
40227.0,542,25.93,99.0,104.58,34.580647977181876,-118.0999408638043
40633.0,546,25.93,118.0,106.16,34.813855,-118.29713566666668
41484.0,504,40.23,20.0,105.01,33.99406547674418,-118.19844543023255
41673.0,543,35.28,20.0,100.35,34.14563781795706,-118.8373161195836
42091.0,557,34.2,30.0,103.42,34.20791786934673,-118.68639441708542
42150.0,501,41.23,6.0,99.18,33.9133124423108,-118.3510608794578
42967.0,503,39.81,14.0,97.86,33.80107646997627,-117.99715684960759
44116.0,503,40.29,15.0,101.44,33.88918152188408,-118.1269952396136
44833.0,503,40.0,13.0,96.43,33.81781384646542,-118.03979955857852
45398.0,501,41.09,9.0,99.81,33.89294346322379,-118.30762064591055
45457.0,535,36.48,25.0,109.69,34.17321639722915,-118.24967163225271
45602.0,509,39.27,30.0,104.76,33.99691120402923,-117.96498080920402
45888.0,505,40.72,6.0,102.56,33.95437647676222,-118.3449102958127
46080.0,528,36.25,31.0,103.98,34.20919203197716,-118.20093882526767
46098.0,509,38.03,26.0,104.19,33.61305909513006,-117.73415771627344
46178.0,504,41.45,9.0,99.19,33.887505960492355,-118.35301614413342
46298.0,510,39.75,8.0,96.68,33.8057883293385,-118.15650470900121
46314.0,505,39.59,12.0,98.63,33.79320658707865,-118.07288009708567
47019.0,526,35.09,42.0,111.05,34.153304844258415,-118.13144765778264
47198.0,507,36.98,4.0,93.2,34.164195322941495,-119.20163927232716
47547.0,516,37.65,65.0,106.35,34.28998015246843,-118.43723417588977
47568.0,496,40.2,13.0,101.71,33.73689316793334,-117.88644879668362
47695.0,521,38.02,51.0,110.27,34.16551668198626,-118.05244217591125
47762.0,502,40.12,15.0,103.61,33.944186995127275,-118.19727833134546
47913.0,509,39.82,10.0,99.87,33.717960857142856,-118.071126
48211.0,651,23.96,10.0,93.55,34.42423239130435,-117.79585113043478
48424.0,508,39.95,28.0,104.98,34.08895099217818,-118.37617856993239
50677.0,511,39.26,33.0,107.65,34.084319474623435,-118.1353933282923
50749.0,509,38.62,48.0,109.75,34.1288833883871,-118.0375146290042
51239.0,510,34.46,5.0,97.39,34.228588896953326,-119.01926625570242
51617.0,502,40.85,11.0,106.38,34.00330431276213,-118.39648225490028
51861.0,507,39.56,39.0,107.1,34.07305458864397,-118.0247770633487
52650.0,500,39.61,13.0,101.59,33.68648930212047,-117.78536659699074
52835.0,511,38.53,11.0,101.91,33.55198551329827,-117.63851214605559
52842.0,509,37.66,13.0,102.02,33.53372855649516,-117.76546847773815
53027.0,508,40.8,6.0,94.81,33.793753339265855,-118.31787919110123
53162.0,499,41.22,10.0,104.69,33.97479475912409,-118.45674105474453
53571.0,504,40.44,10.0,101.0,33.61995551451967,-117.8919055604953
53636.0,503,40.05,19.0,102.38,33.90572372847866,-118.083295120872
53655.0,537,35.01,25.0,102.08,34.17990088095238,-118.76785712665067
54053.0,525,38.37,12.0,102.26,33.76211668816983,-118.36286124841989
54212.0,507,39.66,32.0,107.26,34.06555690498155,-118.08433844464945
54299.0,514,36.92,38.0,111.94,34.1208165399729,-118.11237831187896
54311.0,522,32.72,65.0,106.83,34.41995483689367,-118.503031405602
54352.0,505,40.13,12.0,99.51,33.762321315580735,-118.08095752445703
54722.0,505,41.28,6.0,97.87,33.835892936408555,-118.3413074438486
54970.0,504,39.6,22.0,102.47,33.81685858309859,-117.81090490751174
55753.0,505,41.35,9.0,100.85,33.923997150990665,-118.40948968982008
56780.0,520,36.38,32.0,105.92,34.100548198179986,-118.60312684327604
113412.0,502,41.33,8.0,99.93,33.89100799046016,-118.33480269809203
113576.0,504,39.54,33.0,106.01,34.03867813065756,-118.00294121690862
114828.0,504,39.52,23.0,103.06,33.92446041090757,-117.9884985024979
114834.0,511,38.24,37.0,107.99,34.13923068671679,-118.07695077819548
116042.0,511,40.07,8.0,103.33,33.988607361523805,-118.3755669287619
118217.0,512,39.11,30.0,103.88,34.01373701004394,-117.90692654362837
118225.0,503,39.37,24.0,104.12,33.93424107663697,-118.02984061560419
118694.0,507,39.43,38.0,105.24,34.039110620952385,-117.92944407261905
118875.0,506,40.59,8.0,100.19,33.92253610071547,-118.30103245129334
118878.0,506,40.64,8.0,96.97,33.82301990700979,-118.29276087922324
118880.0,502,40.64,9.0,99.72,33.88989206716418,-118.2702198681592
118895.0,506,39.59,38.0,106.11,34.051650587556566,-117.96888812307692
118914.0,508,40.46,8.0,100.8,33.94166362603136,-118.30233307590758
118994.0,505,40.37,9.0,101.16,33.91738319723436,-118.26013577049974
272578.0,500,40.09,26.0,106.05,33.99853513612565,-118.15417618935427
396053.0,504,40.41,16.0,103.44,33.967433467000625,-118.24537287576706
396054.0,513,39.14,42.0,106.38,34.18064773020456,-118.32733140436781
396550.0,519,37.95,8.0,104.75,33.99585155482993,-118.34530520027211
396551.0,537,34.9,35.0,102.75,34.228382226893736,-118.23671012542133
396556.0,501,39.67,28.0,105.4,33.97616825480414,-118.06719951348855
